job_title,experience_level,employment_type,work_models,work_year,employee_residence,salary,salary_currency,salary_in_usd,company_location,company_size
Data Engineer,Mid-level,Full-time,Remote,2023,United States,113923,USD,113923,United States,Medium
Data Engineer,Mid-level,Full-time,On-site,2023,United States,184000,USD,184000,United States,Medium
Data Engineer,Mid-level,Full-time,On-site,2023,United States,123000,USD,123000,United States,Medium
Data Scientist,Senior-level,Full-time,On-site,2023,United States,235750,USD,235750,United States,Medium
Data Scientist,Senior-level,Full-time,On-site,2023,United States,174250,USD,174250,United States,Medium
Research Scientist,Mid-level,Full-time,Remote,2023,United States,165000,USD,165000,United States,Medium
Research Scientist,Mid-level,Full-time,Remote,2023,United States,118800,USD,118800,United States,Medium
Data Engineer,Senior-level,Full-time,Remote,2023,United States,225000,USD,225000,United States,Medium
Machine Learning Engineer,Mid-level,Full-time,On-site,2023,United States,213900,USD,213900,United States,Medium
Machine Learning Engineer,Mid-level,Full-time,On-site,2023,United States,116800,USD,116800,United States,Medium
Data Scientist,Senior-level,Full-time,Remote,2023,United States,220000,USD,220000,United States,Medium
Data Scientist,Senior-level,Full-time,Remote,2023,United States,150000,USD,150000,United States,Medium
Data Scientist,Mid-level,Full-time,On-site,2023,United States,150000,USD,150000,United States,Medium
Data Scientist,Mid-level,Full-time,On-site,2023,United States,100000,USD,100000,United States,Medium
Data Engineer,Mid-level,Full-time,On-site,2023,United States,155000,USD,155000,United States,Medium
Data Engineer,Mid-level,Full-time,On-site,2023,United States,120000,USD,120000,United States,Medium
Data Engineer,Senior-level,Full-time,On-site,2023,United States,226700,USD,226700,United States,Medium
Data Engineer,Senior-level,Full-time,On-site,2023,United States,133300,USD,133300,United States,Medium
Data Engineer,Senior-level,Full-time,On-site,2023,United States,184000,USD,184000,United States,Medium
Data Engineer,Senior-level,Full-time,On-site,2023,United States,123000,USD,123000,United States,Medium
Data Scientist,Senior-level,Full-time,On-site,2023,United States,117000,USD,117000,United States,Medium
Data Science Engineer,Senior-level,Full-time,Remote,2023,United States,160000,USD,160000,United States,Medium
Data Science Engineer,Senior-level,Full-time,Remote,2023,United States,140000,USD,140000,United States,Medium
Data Scientist,Mid-level,Full-time,On-site,2023,United States,73000,USD,73000,United States,Medium
Data Scientist,Senior-level,Full-time,Remote,2023,United States,185900,USD,185900,United States,Medium
Data Scientist,Senior-level,Full-time,Remote,2023,United States,129300,USD,129300,United States,Medium
Data Engineer,Mid-level,Full-time,On-site,2023,United States,104000,USD,104000,United States,Medium
Data Engineer,Senior-level,Full-time,Remote,2023,United States,143000,USD,143000,United States,Medium
Data Engineer,Senior-level,Full-time,Remote,2023,United States,116000,USD,116000,United States,Medium
Research Scientist,Mid-level,Full-time,On-site,2023,United States,220000,USD,220000,United States,Medium
Research Scientist,Mid-level,Full-time,On-site,2023,United States,180000,USD,180000,United States,Medium
Data Engineer,Senior-level,Full-time,On-site,2023,United States,215000,USD,215000,United States,Medium
Data Scientist,Mid-level,Full-time,On-site,2023,United States,253000,USD,253000,United States,Medium
Data Scientist,Mid-level,Full-time,On-site,2023,United States,131000,USD,131000,United States,Medium
Data Scientist,Senior-level,Full-time,On-site,2023,United States,147000,USD,147000,United States,Medium
Data Product Manager,Mid-level,Full-time,On-site,2023,United States,186000,USD,186000,United States,Medium
Data Product Manager,Mid-level,Full-time,On-site,2023,United States,161000,USD,161000,United States,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,205000,USD,205000,United States,Medium
Data Analyst,Senior-level,Full-time,Remote,2023,United States,137000,USD,137000,United States,Medium
Data Analyst,Senior-level,Full-time,Remote,2023,United States,110000,USD,110000,United States,Medium
Data Scientist,Senior-level,Full-time,Remote,2023,United States,172000,USD,172000,United States,Medium
Data Engineer,Mid-level,Full-time,On-site,2023,United States,148000,USD,148000,United States,Medium
Data Engineer,Mid-level,Full-time,On-site,2023,United States,99000,USD,99000,United States,Medium
Data Analyst,Entry-level,Full-time,On-site,2023,United States,105000,USD,105000,United States,Medium
Data Engineer,Senior-level,Full-time,On-site,2023,United States,99000,USD,99000,United States,Medium
Data Engineer,Senior-level,Full-time,On-site,2023,United States,52500,USD,52500,United States,Medium
Machine Learning Scientist,Senior-level,Full-time,Remote,2023,United States,180514,USD,180514,United States,Medium
Machine Learning Scientist,Senior-level,Full-time,Remote,2023,United States,108308,USD,108308,United States,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,210000,USD,210000,United States,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,147000,USD,147000,United States,Medium
Data Engineer,Senior-level,Full-time,On-site,2023,United States,290300,USD,290300,United States,Medium
Data Engineer,Senior-level,Full-time,On-site,2023,United States,196685,USD,196685,United States,Medium
AI Engineer,Senior-level,Full-time,On-site,2023,United States,220000,USD,220000,United States,Medium
AI Engineer,Senior-level,Full-time,On-site,2023,United States,176000,USD,176000,United States,Medium
Machine Learning Engineer,Mid-level,Full-time,On-site,2023,United States,175000,USD,175000,United States,Medium
Machine Learning Engineer,Mid-level,Full-time,On-site,2023,United States,130000,USD,130000,United States,Medium
Data Architect,Senior-level,Full-time,On-site,2023,United States,185000,USD,185000,United States,Medium
Data Architect,Senior-level,Full-time,On-site,2023,United States,150000,USD,150000,United States,Medium
Data Engineer,Senior-level,Full-time,On-site,2023,United States,115000,USD,115000,United States,Medium
MLOps Engineer,Entry-level,Full-time,On-site,2023,United States,133000,USD,133000,United States,Medium
MLOps Engineer,Entry-level,Full-time,On-site,2023,United States,58300,USD,58300,United States,Medium
Data Engineer,Senior-level,Full-time,On-site,2023,United States,230300,USD,230300,United States,Medium
Data Scientist,Senior-level,Full-time,On-site,2023,United States,224800,USD,224800,United States,Medium
Data Scientist,Senior-level,Full-time,On-site,2023,United States,131100,USD,131100,United States,Medium
Data Scientist,Senior-level,Full-time,On-site,2023,United States,258000,USD,258000,United States,Medium
Data Scientist,Senior-level,Full-time,On-site,2023,United States,171000,USD,171000,United States,Medium
Data Engineer,Senior-level,Full-time,On-site,2023,United States,196000,USD,196000,United States,Medium
Data Engineer,Senior-level,Full-time,On-site,2023,United States,121000,USD,121000,United States,Medium
Data Engineer,Senior-level,Full-time,On-site,2023,United States,195800,USD,195800,United States,Medium
Data Engineer,Senior-level,Full-time,On-site,2023,United States,171500,USD,171500,United States,Medium
Data Modeler,Mid-level,Full-time,On-site,2023,United States,166000,USD,166000,United States,Medium
Data Modeler,Mid-level,Full-time,On-site,2023,United States,73100,USD,73100,United States,Medium
Data Scientist,Mid-level,Full-time,On-site,2023,United States,160000,USD,160000,United States,Medium
Data Scientist,Entry-level,Full-time,On-site,2023,United States,85000,USD,85000,United States,Medium
Data Scientist,Entry-level,Full-time,On-site,2023,United States,65000,USD,65000,United States,Medium
Machine Learning Engineer,Mid-level,Full-time,On-site,2023,United States,220000,USD,220000,United States,Medium
Data Scientist,Senior-level,Full-time,On-site,2023,United States,152000,USD,152000,United States,Medium
Research Engineer,Mid-level,Full-time,On-site,2023,United States,220000,USD,220000,United States,Medium
Research Engineer,Mid-level,Full-time,On-site,2023,United States,100000,USD,100000,United States,Medium
Data Scientist,Senior-level,Full-time,On-site,2023,United States,150200,USD,150200,United States,Medium
Data Scientist,Senior-level,Full-time,On-site,2023,United States,71000,USD,71000,United States,Medium
Data Engineer,Senior-level,Full-time,On-site,2023,United States,167200,USD,167200,United States,Medium
Data Engineer,Senior-level,Full-time,On-site,2023,United States,133000,USD,133000,United States,Medium
Data Engineer,Senior-level,Full-time,On-site,2023,United States,58400,USD,58400,United States,Medium
Data Scientist,Mid-level,Full-time,On-site,2023,United States,135000,USD,135000,United States,Medium
Data Engineer,Mid-level,Full-time,On-site,2023,United States,166000,USD,166000,United States,Medium
Data Engineer,Mid-level,Full-time,On-site,2023,United States,73100,USD,73100,United States,Medium
Data Analyst,Senior-level,Full-time,Remote,2023,United States,165000,USD,165000,United States,Medium
Data Analyst,Senior-level,Full-time,Remote,2023,United States,140000,USD,140000,United States,Medium
Analytics Engineer,Mid-level,Full-time,Remote,2023,United States,700000,USD,700000,United States,Medium
Analytics Engineer,Mid-level,Full-time,Remote,2023,United States,150000,USD,150000,United States,Medium
Data Analyst,Mid-level,Full-time,On-site,2023,United States,167000,USD,167000,United States,Medium
Data Analyst,Mid-level,Full-time,On-site,2023,United States,121000,USD,121000,United States,Medium
Data Scientist,Senior-level,Full-time,On-site,2023,United States,190200,USD,190200,United States,Medium
Data Scientist,Senior-level,Full-time,On-site,2023,United States,95100,USD,95100,United States,Medium
Data Analyst,Entry-level,Full-time,On-site,2023,United States,133000,USD,133000,United States,Medium
Data Analyst,Entry-level,Full-time,On-site,2023,United States,58400,USD,58400,United States,Medium
Data Engineer,Senior-level,Full-time,On-site,2023,United States,135000,USD,135000,United States,Medium
Data Engineer,Senior-level,Full-time,On-site,2023,United States,100000,USD,100000,United States,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,294000,USD,294000,United States,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,192000,USD,192000,United States,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,266000,USD,266000,United States,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,167000,USD,167000,United States,Medium
Machine Learning Engineer,Senior-level,Full-time,Remote,2023,United States,200000,USD,200000,United States,Medium
Machine Learning Engineer,Senior-level,Full-time,Remote,2023,United States,150000,USD,150000,United States,Medium
Data Analyst,Entry-level,Full-time,Remote,2023,United States,163800,USD,163800,United States,Medium
Data Analyst,Entry-level,Full-time,Remote,2023,United States,88200,USD,88200,United States,Medium
Data Analyst,Senior-level,Full-time,On-site,2023,United States,180400,USD,180400,United States,Medium
Data Analyst,Senior-level,Full-time,On-site,2023,United States,138800,USD,138800,United States,Medium
Machine Learning Engineer,Senior-level,Full-time,Remote,2023,United States,319000,USD,319000,United States,Medium
Machine Learning Engineer,Senior-level,Full-time,Remote,2023,United States,206000,USD,206000,United States,Medium
Data Scientist,Senior-level,Full-time,On-site,2023,United States,215000,USD,215000,United States,Medium
Data Scientist,Senior-level,Full-time,On-site,2023,United States,142000,USD,142000,United States,Medium
Data Scientist,Senior-level,Full-time,On-site,2023,United States,266000,USD,266000,United States,Medium
